S.NO,Submitted Time,1. Name,2. select book,3. Number of quantity
935,03-08-2022,N Saiteja,Machine learning with python,1
936,03-08-2022,O Saiteja,Python Crash course by Eric Matthes,1
937,03-08-2022,O Saiteja,Machine learning with python,1
938,03-08-2022,P Saiteja,"Head-First Python,2nd edition",1
939,03-08-2022,P Saiteja,Machine learning with python,1
940,03-08-2022,R Saiteja,"Head-First Python,2nd edition",1
941,03-08-2022,R Saiteja,Machine learning with python,1
942,03-08-2022,S Saiteja,"Head-First Python,2nd edition",1
943,03-08-2022,S Saiteja,Machine learning with python,1
944,03-08-2022,T Saiteja,"Head-First Python,2nd edition",1
945,03-08-2022,T Saiteja,Machine learning with python,1
946,03-08-2022,U Saiteja,Python Crash course by Eric Matthes,1
947,03-08-2022,U Saiteja,Machine learning with python,1
948,03-08-2022,V Saiteja,"Head-First Python,2nd edition",1
949,03-08-2022,V Saiteja,Machine learning with python,1
950,03-08-2022,Y Saiteja,Python Crash course by Eric Matthes,1
951,03-08-2022,Y Saiteja,Data science with python,1
952,03-08-2022,A Deepak,Python Crash course by Eric Matthes,1
953,03-08-2022,A Deepak,Data science with python,1
954,03-08-2022,B Deepak,Data science with python,1
955,03-08-2022,B Deepak,Python Crash course by Eric Matthes,1
956,03-08-2022,B Deepak,Data science with python,1
957,03-08-2022,C Deepak,"Head-First Python,2nd edition",1
958,03-08-2022,C Deepak,Data science with python,1
959,03-08-2022,D Deepak,"Head-First Python,2nd edition",1
960,03-08-2022,D Deepak,Data science with python,1
961,03-08-2022,E Deepak,"Head-First Python,2nd edition",1
962,03-08-2022,E Deepak,Data science with python,1
963,03-08-2022,G Deepak,Python Crash course by Eric Matthes,1
964,03-08-2022,G Deepak,Data science with python,1
965,03-08-2022,H Deepak,"Head-First Python,2nd edition",1
966,03-08-2022,H Deepak,Data science with python,1
967,03-08-2022,I Deepak,"Head-First Python,2nd edition",1
968,03-08-2022,I Deepak,Data science with python,1
969,03-08-2022,J Deepak,Data science with python,1
970,03-08-2022,K Deepak,"Head-First Python,2nd edition",1
971,03-08-2022,K Deepak,Data science with python,1
972,03-08-2022,L Deepak,Python Crash course by Eric Matthes,1
973,03-08-2022,L Deepak,Data science from scratch,1
974,03-08-2022,M Deepak,"Head-First Python,2nd edition",1
975,03-08-2022,M Deepak,Data science with python,1
976,03-08-2022,N Deepak,"Head-First Python,2nd edition",1
977,03-08-2022,N Deepak,Data science with python,1
978,03-08-2022,O Deepak,"Head-First Python,2nd edition",1
979,03-08-2022,O Deepak,Data science with python,1
980,03-08-2022,P Deepak,Python Crash course by Eric Matthes,1
981,03-08-2022,P Deepak,Data science with python,1
982,03-08-2022,R Deepak,"Head-First Python,2nd edition",1
983,03-08-2022,R Deepak,Data science with python,1
984,03-08-2022,S Deepak,"Head-First Python,2nd edition",1
985,03-08-2022,S Deepak,Data science with python,1
986,03-08-2022,T Deepak,Python Crash course by Eric Matthes,1
987,03-08-2022,T Deepak,Data science with python,1
988,03-08-2022,U Deepak,Python Crash course by Eric Matthes,1
989,03-08-2022,U Deepak,Data science from scratch,1
990,03-08-2022,V Deepak,Python Crash course by Eric Matthes,1
991,03-08-2022,V Deepak,Data science with python,1
992,03-08-2022,A Pradeep,"Head-First Python,2nd edition",1
993,03-08-2022,A Pradeep,Data science with python,1
994,03-08-2022,B Pradeep,Python Crash course by Eric Matthes,1
995,03-08-2022,B Pradeep,Machine learning with python,1
996,03-08-2022,B Pradeep,Data science with python,1
997,03-08-2022,C Pradeep,Python Crash course by Eric Matthes,1
998,03-08-2022,C Pradeep,Machine learning with python,1
999,03-08-2022,C Pradeep,Data science with python,1
1000,03-08-2022,D Pradeep,"Head-First Python,2nd edition",1
1001,03-08-2022,D Pradeep,Data science with python,1
1002,03-08-2022,D Pradeep,Machine learning with python,1
1003,03-08-2022,E Pradeep,"Head-First Python,2nd edition",1
1004,03-08-2022,E Pradeep,Machine learning with python,1
1005,03-08-2022,E Pradeep,Data science with python,1
1006,03-08-2022,E Pradeep,Python Crash course by Eric Matthes,1
1007,03-08-2022,E Pradeep,Data science with python,1
1008,03-08-2022,E Pradeep,Machine learning with python,1
1009,03-08-2022,G Pradeep,Machine learning for beginners,1
1010,03-08-2022,G Pradeep,Machine learning with python,1
1011,03-08-2022,G Pradeep,Data science from scratch,1
1012,03-08-2022,G Pradeep,Data science with python,1
1013,03-08-2022,J Pradeep,Data science for dummies,1
1014,03-08-2022,J Pradeep,The Data science handbook-Field cady,1
1015,03-08-2022,J Pradeep,Machine learning for beginners,1
1016,03-08-2022,J Pradeep,Machine learning with python,1
1017,03-08-2022,K Pradeep,Data science from scratch,1
1018,03-08-2022,K Pradeep,Machine learning with python,1
1019,03-08-2022,K Pradeep,Machine learning for beginners,1
1020,03-08-2022,M Pradeep,Machine learning for beginners,1
1021,03-08-2022,M Pradeep,Machine learning with python,1
1022,03-08-2022,M Pradeep,Data science from scratch,1
1023,03-08-2022,M Pradeep,Data science for dummies,1
1024,03-08-2022,M Pradeep,Data science from scratch,1
1025,03-08-2022,N Pradeep,Data science for dummies,1
1026,03-08-2022,N Pradeep,Data science for dummies,1
1027,03-08-2022,N Pradeep,Data science with python,1
1028,03-08-2022,P Pradeep,Machine learning and deep learning,1
1029,03-08-2022,P Pradeep,Mastering machine learning algorithm,1
1030,03-08-2022,P Pradeep,Hands on Machine Learning with scikit-learn,1
1031,03-08-2022,P Pradeep,Practical statistics for data scientist,1
1032,03-08-2022,P Pradeep,Machine learning with python,1
1033,03-08-2022,R Pradeep,Machine learning and deep learning,1
1034,03-08-2022,R Pradeep,Machine learning for beginners,1
1035,03-08-2022,R Pradeep,Machine learning with python,1
1036,03-08-2022,S Pradeep,Machine learning and deep learning,1
1037,03-08-2022,S Pradeep,Machine learning with python,1
1038,03-08-2022,S Pradeep,Machine learning for beginners,1
1039,03-08-2022,T Pradeep,Machine learning and deep learning,1
1040,03-08-2022,T Pradeep,Machine learning with python,1
1041,03-08-2022,T Pradeep,Machine learning for beginners,1
1042,03-08-2022,U Pradeep,Machine learning and deep learning,1
1043,03-08-2022,U Pradeep,Machine learning for beginners,1
1044,03-08-2022,U Pradeep,Hands on Machine Learning with scikit-learn,1
1045,03-08-2022,V Pradeep,The Data science handbook-Field cady,1
1046,03-08-2022,V Pradeep,Practical statistics for data scientist,1
1047,03-08-2022,V Pradeep,Data science for dummies,1
1048,03-08-2022,Y Pradeep,Practical statistics for data scientist,1
1049,03-08-2022,Y Pradeep,The Data science handbook-Field cady,1
1050,03-08-2022,Y Pradeep,Data science with python,1
1051,03-08-2022,A Mahathi,Mastering machine learning algorithm,1
1052,03-08-2022,A Mahathi,Hands on Machine Learning with scikit-learn,1
1053,03-08-2022,A Mahathi,Machine learning and deep learning,1
1054,03-08-2022,A Mahathi,Machine learning with python,1
1055,03-08-2022,A Mahathi,Machine learning for beginners,1
1056,03-08-2022,Y Pradeep,Data science from scratch,2
1057,03-08-2022,Y Pradeep,Data science for dummies,1
1058,03-08-2022,Y Pradeep,The Data science handbook-Field cady,1
